text,time
都说是从窗户跳出去的也没监控司机开门把她踢下去？然后说跳窗？,21-2-25 21:36
主要是想问，车没有记录仪麽，还有车在路上，不管是高速还是其他地方没有监控麽,21-2-25 21:36
唉，一条命呀，就这样没了，希望还一个公道,21-2-25 21:37
不然就是司机有不轨行为不然就是想勒索只有这两种可能女孩自己跳车这个说法根本就是荒谬,21-2-25 21:37
希望车能开发一下副驾驶也能解锁车门的功能也不知道现不现实，就是不想再多的人面对这种情况而绝望了,21-2-25 21:37
我怀疑是从车门推或者跳下去的，不是从窗户,21-2-25 21:37
司机该死！,21-2-25 21:35
跳窗也太高难度了吧，又不是专业动作演员，那司机就更嫌弃大了,21-2-25 21:35
我这怒火烧的,21-2-25 21:35
法医就是为死者还原真相！！,21-2-25 21:35
就是拉开车门跳出去的。加紧审讯力度,21-2-25 21:35
尽量不要坐副驾驶,21-2-25 21:35
希望还女孩子一个公道啊！,21-2-25 21:35
保护好车子的每一个痕迹，一定要检查清楚,21-2-25 21:35
嫌疑巨大,21-2-25 21:35
是不是门子不行椅在门子上门子开了结果掉下去了司机的口供公布就知道了,21-2-25 21:35
跳窗出去窗得多大才能一跃而出在司机没反应过来之前逃出去,21-2-25 21:35
会不会是车门没锁好摔出去的,21-2-25 21:36
这个司机太可怕了,21-2-25 21:36
就事论事，法医现在都隔空尸检了？,21-2-25 21:34
被司机踹出去的？推出去可没那么大劲儿,21-2-25 21:34
弄个测谎仪给这人测谎吧,21-2-25 21:34
车上没有摄像机，公路有吧,21-2-25 21:34
快查明真相吧🙏,21-2-25 21:34
如果是司机的问题，大家也没必要去骂司机的家人吧，祸不及家人呀,21-2-25 21:34
我总觉得车上还有其他人,21-2-25 21:34
还有帮司机说话的就nm无语=_=,21-2-25 21:34
车门没关好？车门夹了衣服？不小心摔下去了？（都是猜想）,21-2-25 21:34
把这个司机揪出来,21-2-25 21:34
唉，女孩整个眼睛都是血，太可怜了，一定要给小姐姐讨回公道,21-2-25 21:34
会不会是在车上杀死，然后从车丢出去然后在撒谎说是女孩跳车？,21-2-25 21:34
除非落地飘窗否则恕难从命,21-2-25 21:34
路上没有监控？,21-2-25 21:35
第一个报案的亲戚……,21-2-25 21:33
卧槽啊,21-2-25 21:33
半个月过去了，法医说的这些都没开始侦查吗？,21-2-25 21:33
那就是不是跳窗致死？？？？？？,21-2-25 21:33
希望不要冤枉好人，也不要放过坏人,21-2-25 21:33
也许车上有另一个人，司机的同伙。。。,21-2-25 21:33
这件事曝光第一天，我就一直认为司机有问题，我就一个问题想问洗白的，哪个正常人看副驾跳窗不刹车？哪个？,21-2-25 21:33
所以是怎么掉下车？,21-2-25 21:34
淘宝买个防狼报警器吧这样有定位报警，多好。,21-2-25 21:34
希望还女孩一个说法,21-2-25 21:34
卧槽了司机畜牲吧？既然不是跳车那就可能是死后抛尸,21-2-25 21:34
被扔的,21-2-25 21:34
不是根货拉拉都解决完了吗？？协商一致！！,21-2-25 21:32
说实话一开始新闻出来时，我就纳闷了，这么大个人从车窗出来，应该很费时费力吧，首先你得先爬上椅子，然后再从窗子里钻出来，这个过程，司机如果是无心伤害姑娘，肯定会停车把人拽下来，而且完全有足够的时间拽下来。,21-2-25 21:32
司机的嫌疑是是个人都能看出来的程度,21-2-25 21:32
司机在说谎？,21-2-25 21:32
真有法证先锋就好了,21-2-25 21:32
法医,21-2-25 21:32
@安娜的忠实Fans,21-2-25 21:32
@痕迹检验师九滴水@十宗罪蜘蛛@刚雪印你怎么看？,21-2-25 21:33
人会说谎但尸体不会,21-2-25 21:33
半个多月了，还能查到吗,21-2-25 21:33
现在除非有特别有力的证据。不然没录音没视频，全靠司机一个人证词。,21-2-25 21:33
是从车门下去的，怎么下去就不知道了，会不会是被打了一下昏头了，然后开车门跳下去了呢,21-2-25 21:33
原来不是跳窗的？还另有隐情？,21-2-25 21:29
这太可怕了,21-2-25 21:29
@青枫小蘇打艹,21-2-25 21:30
就算门没关紧，前排也会系安全带，不可能自己不小心掉下去,21-2-25 21:30
天呐难道是被丢出去的,21-2-25 21:30
希望能够给女孩一个说法！,21-2-25 21:30
女孩太可怜了，大好年华呀！哎,21-2-25 21:30
死的太惨了，真希望她的鬼魂能传递给警察一些信息，让她死的不冤枉,21-2-25 21:30
密室杀人，期待后续,21-2-25 21:30
所以司机为什么要撒谎更和他脱不了干系了,21-2-25 21:31
刘良！！！！大佬！！！！,21-2-25 21:31
背靠窗因为眼前极度害怕,21-2-25 21:31
@大米米,21-2-25 21:21
司机可能是奸杀,21-2-25 21:21
没监控没录音没任何旁人那就是司机早有预谋,21-2-25 21:22
一定要还女孩一个公道,21-2-25 21:23
我第一时间很快就想到了停车擦指纹报警的操作。可能人与人之间的差距就是这么大吧。,21-2-25 21:23
过这么久二次勘察，还能看出什么吗…,21-2-25 21:24
……后脑着地……应该是一个背对路面的姿势，更像是被推出去的,21-2-25 21:25
那就是谋杀,21-2-25 21:26
？？？？？,21-2-25 21:28
法医说这话没带脑子吗，怎么，人小姑娘是坐着火箭跳下去摔死的吗,21-2-25 21:28
太可怜了小姐姐还这么年轻,21-2-25 21:29
被司机推出去的？,21-2-25 21:29
！,21-2-25 21:08
女孩子在外，一定要注意安全🙏,21-2-25 21:08
这件事情，是个正常人智商都觉得蹊跷，警察怎么处决的呢,21-2-25 21:08
先不下定论，但司机撒谎说跳窗的话，真实情况下司机责任肯定更大,21-2-25 21:08
正在看美剧犯罪现场调查，希望也能有这么厉害的调查员,21-2-25 21:09
期待警察叔叔早日破案,21-2-25 21:15
不是我马后炮，我当时脑子模拟了一下，这咋跳出去的？？,21-2-25 21:15
@爱喝百事可乐的Danger,21-2-25 21:15
huo好家伙,21-2-25 21:16
那是啥？车门没锁？,21-2-25 21:19
法医和刑侦要累死了，估计一遍遍做实验呢……,21-2-25 21:21
司机撒谎,21-2-25 20:56
后脑着地那不是被人推出去的？,21-2-25 20:57
模拟跳窗实验呀,21-2-25 20:59
后脑勺着地啊，肯定背靠车门，被推下去的,21-2-25 21:00
说明车窗四周没有指纹，或者根本没检查。只能后知后觉大半个月后突然说，跳窗可能性不大。,21-2-25 21:01
那就是被扔下去了,21-2-25 21:02
各位大神，你们开高速还能打架吗,21-2-25 21:03
🙏🙏🙏,21-2-25 21:03
一定要破案,21-2-25 21:05
司机撒谎,21-2-25 21:06
相信证据！相信公检法的大家能给出一个好的答案,21-2-25 21:06
@草莓队长-,21-2-25 21:07
可能开门推下车的或者两个人都下车了推搡磕碰到了！,21-2-25 21:36
正常情况下人紧急的时候第一反应也是打开车门逃走不会是从窗户跳出去啊,21-2-25 21:50
会不会脚踩着油门，一只手给她推下去的,21-2-26 00:29
总有种感觉，感觉司机不是凶手,21-2-25 21:33
@刘昊然turbo哥这案子能破吗？,21-2-25 21:36
家属和司机和解了？,21-2-25 21:37
死刑可以吗！太气人了！！,21-2-25 19:53
什么意思？跳窗的可能性不大？这太恐怖了,21-2-25 19:56
加油调查吧！,21-2-25 19:59
那咋出去的,21-2-25 19:59
是鬼伏身了？,21-2-25 21:06
建议查司机的婚姻情况，或者恋爱史，如果他38都还未婚，嫌疑就更大,21-2-25 20:25
这个法医是参与了检验了嘛？为什么感觉这个法医没有参与检验呢？参与的话，手上有没有伤不知道嘛？现在接受采访合适嘛？不是的话，那。。。,21-2-25 20:34
这个法医也只是自己猜测而已，实际上办案的法医可能都已经检验过了，至今没有重锤说明什么嘞？当然了，人们只会看到自己希望看到的,21-2-25 21:37
这个法医也不是办案的法医，公安系统的法医都有纪律，怎么可能接受采访，透露案情。什么人都来搅和，让当地警方踏踏实实办案好不好。,21-2-25 22:50
这不是经手这个案件的法医，只是根据网络上的来推测的。这个标题真是误导人,21-2-26 09:46
之前带我家猫去医院，放在副驾驶的，他不知道什么时候居然自己开锁跑出来，趴窗户看，吓我一跳，然后想立马抓住，结果方向盘一晃，吓死了，我也不敢急刹车怕它站不稳，还是先好好开车停下来再去抓猫的。如果司机在开车速度很快的话去抓那个女孩子是很危险的。,21-2-26 09:51
就差说明了车是第二现场,21-2-26 15:53
我认为应该以警方信息为准,21-3-3 21:18
这种模棱两可的话不应该由一个专业的法医口中说出，要知道，有些行业的特殊性决定了他们的一言一行都需要承担相关的责任和后果，你可以做出讨好某些网友的言论，但请你尊重自己的职业和信誉度……,21-2-25 20:17
是不是抢方向盘了？,21-2-25 21:07
司机推下还是直接杀人然后推下？,21-2-25 21:32
是鬼伏身了？,21-2-25 20:25
为什么要跳窗，这女孩又不傻，就算女孩傻，这司机拉不住吗,21-2-25 21:34
开着车把人退出去了？,21-2-25 21:35
气死了气死了！法医辛苦点赶紧吧被害证据找出来,21-2-26 00:20
不是到案发当时有没有取证，要是当时取证不仔细，就算有再多的疑点也没有证据了。我相信证物会说话，会还女孩一个公道，但如果过了半个月，那很多证据可能被销毁了。特别是司机身上，跟女孩接触过的证据。我不相信女孩是跳窗或跳车，司机蓄意杀人！,21-2-27 11:05
都有被害妄想症，只不过一个运气没人家好，人家啥责任都没有还白赚1500,21-2-25 21:29
心理学家催眠试试吧,21-2-25 21:34
整件事情就很扑朔迷离，但我并不认为女孩会自己无缘无故跳窗，司机很大概率隐瞒了什么，愿女孩最终能得到一份真相给予的温柔🙏🙏,21-2-25 21:35
求真相,21-2-25 21:35
评论说司机开着车怎么推人，其实并没有证据能证明司机一直开车没有停过。因为没有监控，所以一切证词都是片面的不可信的。,21-2-25 21:37
这个法医也只是自己猜测而已，实际上办案的法医可能都已经检验过了，至今没有重锤说明什么嘞？当然了，人们只会看到自己希望看到的,21-2-25 22:50
这个法医也不是办案的法医，公安系统的法医都有纪律，怎么可能接受采访，透露案情。什么人都来搅和，让当地警方踏踏实实办案好不好。,21-2-26 09:46
这不是经手这个案件的法医，只是根据网络上的来推测的。这个标题真是误导人,21-2-26 09:51
之前带我家猫去医院，放在副驾驶的，他不知道什么时候居然自己开锁跑出来，趴窗户看，吓我一跳，然后想立马抓住，结果方向盘一晃，吓死了，我也不敢急刹车怕它站不稳，还是先好好开车停下来再去抓猫的。如果司机在开车速度很快的话去抓那个女孩子是很危险的。,21-2-26 15:53
就差说明了车是第二现场,21-3-3 21:18
我认为应该以警方信息为准,21-2-25 20:17
这种模棱两可的话不应该由一个专业的法医口中说出，要知道，有些行业的特殊性决定了他们的一言一行都需要承担相关的责任和后果，你可以做出讨好某些网友的言论，但请你尊重自己的职业和信誉度……,21-2-25 21:07
是不是抢方向盘了？,21-2-25 21:32
司机推下还是直接杀人然后推下？,21-2-25 21:36
天呐,21-2-25 21:36
是车门开了女孩被意外甩出司机不想负全责害怕了,21-2-25 21:37
评论说司机开着车怎么推人，其实并没有证据能证明司机一直开车没有停过。因为没有监控，所以一切证词都是片面的不可信的。,21-2-25 21:34
@芫荽趣多多-我靠？？？,21-2-25 21:35
@仙女下凡来锥星啊啊啊啊啊这,21-2-25 21:35
@小队长哪里都好wc,21-2-25 21:36
大概率是强奸未遂杀人事件,21-2-25 21:42
#央视评女孩跳车身亡货拉拉难辞其咎##23岁女生在货拉拉车上跳窗身亡##法医分析货拉拉跟车女孩身亡##交通运输部回应货拉拉事件#越来越接近真相了！期待！@央视新闻调查@紧急呼叫@新浪新闻@央视新闻@头条新闻,21-2-25 21:44
车上还有一个人？两个人合伙想图谋不轨？发现不成于是另一个人推下去？,21-2-25 21:44
就奇了怪了，警方向司机问话应该有全部细节过程的呀，他说谎也能推测的吧，司机怎么交代的过程，跳窗怎么也不可能一分钟完成，这几分钟司机不可能看不到，也不可能抓不住一点女孩的衣服啊！可疑点太多，司机撒谎嫌疑特别大，怎么一点进展没有呢,21-2-25 21:47
